kod;ust_kod;baslik;metin;sira;seviye;zorunluluk_tipi;kanit_beklentisi;dis_kontrol_id;kanit_tipi;kaynak_url;kaynak_yeri;erisim_tarihi;yururluk_tarihi;gereksinim_tipi
İSG-30;AILE-02;OT Domain Güvenliği;Elektrik dağıtım şebekesi endüstriyel kontrol sistemlerinde (EKS) etki alanı (domain) mimarisi kullanılması durumunda, ortak erişime açık klasörler içerisindeki dosyalarda yüksek yetkili kullanıcı bilgileri gömülü olarak saklanmamalıdır.;102;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 02-İstemci ve Sunucu Güvenliği · İSG-30;2026-09-09;2023-06-06;Seviye 1
İSG-31;AILE-02;OT Domain Güvenliği;Elektrik dağıtım şebekesi endüstriyel kontrol sistemlerinde (EKS) etki alanı (domain) mimarisi kullanılması durumunda, etki alanı yöneticisine (domain controller) sadece gerekli protokoller üzerinden erişimi mümkün kılacak kısıtlamalar uygulanmalıdır.;103;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 02-İstemci ve Sunucu Güvenliği · İSG-31;2026-09-09;2023-06-06;Seviye 1
İSG-32;AILE-02;OT Domain Güvenliği;Elektrik dağıtım şebekesi endüstriyel kontrol sistemlerinde (EKS) etki alanı (domain) mimarisi kullanılması durumunda, etki alanı yöneticisi (domain controller) üzerinde gerekli olmayan tüm ağ servisleri devre dışı bırakılmalıdır.;104;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 02-İstemci ve Sunucu Güvenliği · İSG-32;2026-09-09;2023-06-06;Seviye 1
İSG-33;AILE-02;OT Domain Güvenliği;Elektrik dağıtım şebekesi endüstriyel kontrol sistemlerinde (EKS) etki alanı (domain) mimarisi kullanılması durumunda, etki alanı yöneticisi (domain controller) yedekli mimaride tasarlanmalıdır.;105;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 02-İstemci ve Sunucu Güvenliği · İSG-33;2026-09-09;2023-06-06;Seviye 2
İSG-34;AILE-02;OT Domain Güvenliği;Elektrik dağıtım şebekesi endüstriyel kontrol sistemlerinde (EKS) etki alanı (domain) mimarisi kullanılması durumunda, etki alanı bileşenlerinde üretici tarafından sıkça kullanılan kullanıcı adı ve parolalar bulundurulmamalıdır.;106;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 02-İstemci ve Sunucu Güvenliği · İSG-34;2026-09-09;2023-06-06;Seviye 2
İSG-35;AILE-02;OT Domain Güvenliği;Elektrik dağıtım şebekesi endüstriyel kontrol sistemlerinde (EKS) etki alanı (domain) mimarisi kullanılması durumunda, etki alanı yöneticisi (domain controller) sunucusunun tekil görev için kullanılması sağlanmalıdır. DHCP, DNS ve dosya paylaşım vb. servisler için farklı sunucular konumlandırılmalıdır. (Bu kontrol, altyapı yenileme projeleri sırasında ya da bu düzenleme yürürlüğe girdiği andan itibaren kurulacak olan altyapılarda aranacaktır.);107;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 02-İstemci ve Sunucu Güvenliği · İSG-35;2026-09-09;2023-06-06;Seviye 2
İSG-36;AILE-02;OT Domain Güvenliği;Elektrik dağıtım şebekesi endüstriyel kontrol sistemlerinde (EKS) etki alanı (domain) mimarisi kullanılması durumunda, etki alanına ait tüm bileşenler yama yönetim politikalarına uygun olarak yönetilmelidir.;108;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 02-İstemci ve Sunucu Güvenliği · İSG-36;2026-09-09;2023-06-06;Seviye 2
İSG-37;AILE-02;OT Domain Güvenliği;"Elektrik dağıtım şebekesi endüstriyel kontrol sistemlerinde (EKS) etki alanı (domain) mimarisi kullanılması durumunda, etki alanında bulunan tüm bileşenler ""Tehdit ve Zafiyet Yönetim"" başlığına uygun olarak güvenlik denetimi ve sızma testlerine tabi tutulmalıdır. (İstemci, sunucu, konfigürasyon, GPO vb.)";109;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 02-İstemci ve Sunucu Güvenliği · İSG-37;2026-09-09;2023-06-06;Seviye 2
İSG-38;AILE-02;OT Domain Güvenliği;Elektrik dağıtım şebekesi endüstriyel kontrol sistemlerinde (EKS) etki alanı (domain) mimarisi kullanılması durumunda, etki alanında bulunan sunucular için güvenli konfigürasyon kontrol listesi oluşturmalıdır.;110;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 02-İstemci ve Sunucu Güvenliği · İSG-38;2026-09-09;2023-06-06;Seviye 1
İSG-39;AILE-02;OT Domain Güvenliği;Elektrik dağıtım şebekesi endüstriyel kontrol sistemlerinde (EKS) etki alanı (domain) mimarisi kullanılması durumunda, etki alanında bulunan sunucular oluşturulan güvenli konfigürasyon kontrol listesine göre periyodik gözden geçirilmelidir. Konfigürasyon değişikliklerini anlık olarak loglayacak yapılandırmalar devreye alınmalıdır.;111;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 02-İstemci ve Sunucu Güvenliği · İSG-39;2026-09-09;2023-06-06;Seviye 2
İSG-40;AILE-02;OT Domain Güvenliği;Elektrik dağıtım şebekesi endüstriyel kontrol sistemlerinde (EKS) etki alanı (domain) mimarisi kullanılması durumunda, etki alanında bulunan Grup İlkeleri (GPO) güvenli bir şekilde uygulanmalıdır.;112;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 02-İstemci ve Sunucu Güvenliği · İSG-40;2026-09-09;2023-06-06;Seviye 2
İSG-41;AILE-02;HMI Güvenliği;Elektrik dağıtım şebekesi endüstriyel kontrol sistemlerinde (EKS), operatörler günlük operasyonları gerçekleştirdikleri arayüzler (HMI) üzerinde operasyonu gerçekleştirmek için gerekli olan en düşük yetki ile çalışmalıdır. Arayüzler (HMI) yetki aşımına izin vermeyecek şekilde yapılandırmalıdır.;113;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 02-İstemci ve Sunucu Güvenliği · İSG-41;2026-09-09;2023-06-06;Seviye 2
İSG-42;AILE-02;HMI Güvenliği;"Elektrik dağıtım şebekesi endüstriyel kontrol sistemlerinde (EKS) kullanılan arayüzler (HMI) devre dışı bırakma (bypass) ve kaçış saldırılarını engelleyebilecek şekilde yapılandırılmalıdır. Bu yapılandırmalar ""Tehdit ve Zafiyet Yönetim"" başlığına uygun şekilde periyodik olarak test edilmelidir.";114;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 02-İstemci ve Sunucu Güvenliği · İSG-42;2026-09-09;2023-06-06;Seviye 2
TZY-1;AILE-03;Politika, prosedür, süreç;Elektrik dağıtım şebekesi endüstriyel kontrol sistemlerine (EKS) yönelik tehditlerin yönetilebilmesi için gerekli bilgi kaynakları belirlenmelidir.;115;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 03-Tehdit ve Zafiyet Yönetimi · TZY-1;2026-09-09;2023-06-06;Seviye 1
TZY-2;AILE-03;Endüstriyel tehdit istihbaratı yönetimi;Elektrik dağıtım şebekesi endüstriyel kontrol sistemlerine (EKS) yönelik tehditlerin yönetilebilmesi amacı ile belirlenen kaynaklardan siber güvenlik tehdit bilgisi toplanmalı ve işlenmelidir.;116;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 03-Tehdit ve Zafiyet Yönetimi · TZY-2;2026-09-09;2023-06-06;Seviye 2
TZY-3;AILE-03;Endüstriyel tehdit istihbaratı yönetimi;Elektrik dağıtım şebekesi endüstriyel kontrol sistemlerinin (EKS) güvenliği ve sürekliliği için risk teşkil edebilecek tehditler belirlenmeli ve bu tehditlerin yönetimi için iyileştirme aksiyonları belirtilmelidir.;117;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 03-Tehdit ve Zafiyet Yönetimi · TZY-3;2026-09-09;2023-06-06;Seviye 1
TZY-4;AILE-03;Endüstriyel tehdit istihbaratı yönetimi;Elektrik dağıtım şebekesi endüstriyel kontrol sistemlerine (EKS) yönelik tehditlerin profillendirilmesi için tehdit hakkında en az aşağıdaki bilgiler edinilmelidir. -Tehdidin hedefi -Kabiliyetleri -Tehdit hedefinin endüstriyel operasyondaki önemi;118;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 03-Tehdit ve Zafiyet Yönetimi · TZY-4;2026-09-09;2023-06-06;Seviye 1
TZY-5;AILE-03;Endüstriyel tehdit istihbaratı yönetimi;Elektrik dağıtım şebekesi endüstriyel kontrol sistemlerine (EKS) yönelik tehditlerin yönetilebilmesi için belirlenen bilgi kaynakları önceliklendirilmeli ve sürekli olarak takip edilmelidir.;119;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 03-Tehdit ve Zafiyet Yönetimi · TZY-5;2026-09-09;2023-06-06;Seviye 1
TZY-6;AILE-03;Endüstriyel tehdit istihbaratı yönetimi;Elektrik dağıtım şebekesi endüstriyel kontrol sistemlerine (EKS) yönelik risk teşkil edebileceği değerlendirilen tehditler analiz edilmeli, sınıflandırmalı ve önceliklendirilmelidir.;120;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 03-Tehdit ve Zafiyet Yönetimi · TZY-6;2026-09-09;2023-06-06;Seviye 1
TZY-7;AILE-03;Endüstriyel zafiyet yönetimi;Elektrik dağıtım şebekesi endüstriyel kontrol sistemlerine (EKS) yönelik zafiyetlerin yönetilebilmesi için gerekli bilgi kaynakları belirlenmelidir.;121;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 03-Tehdit ve Zafiyet Yönetimi · TZY-7;2026-09-09;2023-06-06;Seviye 1
TZY-8;AILE-03;Endüstriyel zafiyet yönetimi;Elektrik dağıtım şebekesi endüstriyel kontrol sistemlerine (EKS) yönelik tehditlerin yönetilebilmesi amacı ile belirlenen kaynaklardan siber güvenlik zafiyet bilgisi toplanmalı ve işlenmelidir.;122;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 03-Tehdit ve Zafiyet Yönetimi · TZY-8;2026-09-09;2023-06-06;Seviye 1
TZY-9;AILE-03;Endüstriyel zafiyet yönetimi;Elektrik dağıtım şebekesi endüstriyel kontrol sistemlerinin (EKS) güvenliği ve sürekliliği için risk teşkil edebilecek zafiyetler belirlenmeli ve bu zafiyetlerin yönetimi için iyileştirme aksiyonları belirtilmelidir.;123;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 03-Tehdit ve Zafiyet Yönetimi · TZY-9;2026-09-09;2023-06-06;Seviye 1
TZY-10;AILE-03;Endüstriyel zafiyet yönetimi;"""Enerji Sektöründe Kullanılan Endüstriyel Kontrol Sistemleri İçin Güvenlik Analiz ve Test Usul ve Esasları""nın ilgili maddeleri doğrultusunda elektrik dağıtım şebekesi endüstriyel kontrol sistemleri (EKS) için güvenlik analizleri ve testleri gerçekleştirilmelidir.";124;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 03-Tehdit ve Zafiyet Yönetimi · TZY-10;2026-09-09;2023-06-06;Seviye 1
TZY-11;AILE-03;Endüstriyel zafiyet yönetimi;Elektrik dağıtım şebekesi endüstriyel kontrol sistemlerine (EKS) yönelik risk teşkil edebileceği değerlendirilen zafiyetler analiz edilmeli, sınıflandırılmalı ve önceliklendirilmelidir.;125;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 03-Tehdit ve Zafiyet Yönetimi · TZY-11;2026-09-09;2023-06-06;Seviye 1
TZY-12;AILE-03;Endüstriyel zafiyet yönetimi;Elektrik dağıtım şebekesi endüstriyel kontrol sistemlerine (EKS) yönelik risk teşkil edebileceği değerlendirilen zafiyetler önceliklerine göre yönetilmelidir.;126;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 03-Tehdit ve Zafiyet Yönetimi · TZY-12;2026-09-09;2023-06-06;Seviye 1
TZY-13;AILE-03;Endüstriyel zafiyet yönetimi;"Elektrik dağıtım şebekesi endüstriyel kontrol sistemi (EKS) bileşenlerine ait siber güvenlik yamaları ""İstemci ve Sunucu Güvenliği"" başlığına uygun olacak şekilde yamaların operasyonlara olan etkisi de gözden geçirilerek uygulanmalıdır.";127;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 03-Tehdit ve Zafiyet Yönetimi · TZY-13;2026-09-09;2023-06-06;Seviye 1
TZY-14;AILE-03;Politika, prosedür, süreç;Elektrik dağıtım şebekesi endüstriyel kontrol sistemlerine (EKS) ilişkin tehdit ve zafiyet yönetim yaklaşımı dokümante edilmiş olmalıdır.;128;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 03-Tehdit ve Zafiyet Yönetimi · TZY-14;2026-09-09;2023-06-06;Seviye 1
TZY-15;AILE-03;Politika, prosedür, süreç;Elektrik dağıtım şebekesi endüstriyel kontrol sistemlerine (EKS) ilişkin tehdit ve zafiyet yönetim sürecinde ihtiyaç duyulabilecek tüm üçüncü taraflar belirlenmeli ve bu sürece dahil edilmelidir.;129;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 03-Tehdit ve Zafiyet Yönetimi · TZY-15;2026-09-09;2023-06-06;Seviye 1
TZY-16;AILE-03;Politika, prosedür, süreç;Elektrik dağıtım şebekesi endüstriyel kontrol sistemlerine (EKS) ilişkin tehdit ve zafiyet yönetimi için gerekli standart, kılavuz ve yasal mevzuatlar belirlenmelidir.;130;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 03-Tehdit ve Zafiyet Yönetimi · TZY-16;2026-09-09;2023-06-06;Seviye 1
TZY-17;AILE-03;Endüstriyel tehdit istihbaratı yönetimi;Elektrik dağıtım şebekesi endüstriyel kontrol sistemlerine (EKS) ilişkin tehdit istihbaratı, bir bütün olarak izlenmelidir.;131;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 03-Tehdit ve Zafiyet Yönetimi · TZY-17;2026-09-09;2023-06-06;Seviye 2
TZY-18;AILE-03;Endüstriyel tehdit istihbaratı yönetimi;Tehdit yönetimi kapsamında arz güvenliğini riske atabilecek, doğal afetler, terör vb. gibi bilgiler de bütüncül bir yaklaşım sergileyecek şekilde değerlendirilmelidir.;132;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 03-Tehdit ve Zafiyet Yönetimi · TZY-18;2026-09-09;2023-06-06;Seviye 2
TZY-19;AILE-03;Endüstriyel tehdit istihbaratı yönetimi;Elektrik dağıtım şebekesi endüstriyel kontrol sistemlerine (EKS) ilişkin yerel ve küresel tehdit istihbarat kaynakları bir bütün olarak yönetilmelidir. (Bu kaynaklar üretici sayfaları, küresel bilgilendirme sayfaları gibi kaynaklar olabilir.);133;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 03-Tehdit ve Zafiyet Yönetimi · TZY-19;2026-09-09;2023-06-06;Seviye 2
TZY-20;AILE-03;Endüstriyel tehdit istihbaratı yönetimi;KBS ve EKS'e ilişkin tehdit istihbarat kaynakları bir bütün olarak yönetilmelidir.;134;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 03-Tehdit ve Zafiyet Yönetimi · TZY-20;2026-09-09;2023-06-06;Seviye 2
TZY-21;AILE-03;Endüstriyel tehdit tespiti;Elektrik dağıtım şebekesi endüstriyel kontrol sistemlerine (EKS) ilişkin tehditler (saldırgan aktiviteleri) gerçek zamanlı olarak izlenebilmelidir. Bu izleme, istemci ve sunucu üzerinden bilgi toplanarak ve ağ trafiği takip edilerek gerçekleştirilebilir.;135;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 03-Tehdit ve Zafiyet Yönetimi · TZY-21;2026-09-09;2023-06-06;Seviye 2
TZY-22;AILE-03;Endüstriyel tehdit tespiti;Elektrik dağıtım şebekesi endüstriyel kontrol sistemlerine (EKS) ilişkin bir saldırı tespiti yapılması durumunda, söz konusu saldırılar sınıflandırılmalıdır. (operasyonel tehditler, siber güvenlik tehditleri, fiziksel, ağ tehditleri vb.);136;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 03-Tehdit ve Zafiyet Yönetimi · TZY-22;2026-09-09;2023-06-06;Seviye 2
TZY-23;AILE-03;Endüstriyel zafiyet yönetimi;"Elektrik dağıtım şebekesi endüstriyel kontrol sistemlerine (EKS) ilişkin zafiyet analizi ""Enerji Sektöründe Kullanılan Endüstriyel Kontrol Sistemleri İçin Güvenlik Analiz ve Test Usul ve Esasları""nın ilgili maddelerine göre aktif veya pasif yöntemlerle (manuel ya da otomatize araçlarla) en az yılda bir kez gerçekleştirilebilir durumda olmalıdır.";137;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 03-Tehdit ve Zafiyet Yönetimi · TZY-23;2026-09-09;2023-06-06;Seviye 1
TZY-24;AILE-03;Endüstriyel zafiyet yönetimi;"Elektrik dağıtım şebekesi endüstriyel kontrol sistemlerine (EKS) ilişkin zafiyet analizi ""Enerji Sektöründe Kullanılan Endüstriyel Kontrol Sistemlerinde Bilişim Güvenliği Yönetmeliği""nin ilgili maddelerine uygun yöntemlerle gerçekleştirilmeli ve en az aşağıda belirtilen bileşenleri kapsamalıdır. -EKS sunucu ve istemci işletim sistemleri -Kontrol katmanı bileşenleri (PLC/RTU, Röle, Giriş/Çıkış (I/O) Modüleri vb.) -Sayaçlar, ölçüm cihazları -Dönüştürücüler (Protokol ve seri/ethernet) -Ağ cihazları -Endüstriyel uygulama yazılımları -Siber güvenlik teknolojileri";138;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 03-Tehdit ve Zafiyet Yönetimi · TZY-24;2026-09-09;2023-06-06;Seviye 1
TZY-25;AILE-03;Endüstriyel zafiyet yönetimi;Elektrik dağıtım şebekesi endüstriyel kontrol sistemlerine (EKS) ilişkin zafiyet analizleri farklı kaynakları girdi olarak kullanmalıdır. (Sızma testleri, güvenlik testleri, analizleri, zafiyet taramaları vb.);139;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 03-Tehdit ve Zafiyet Yönetimi · TZY-25;2026-09-09;2023-06-06;Seviye 1
TZY-26;AILE-03;Endüstriyel zafiyet yönetimi;Elektrik dağıtım şebekesi endüstriyel kontrol sistemlerine (EKS) ilişkin zafiyet analizleri için otomatize bir araç kullanılacaksa seçilen aracın teknolojisi, protokol desteği ilgili altyapıya uygun olmalıdır.;140;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 03-Tehdit ve Zafiyet Yönetimi · TZY-26;2026-09-09;2023-06-06;Seviye 1
TZY-27;AILE-03;Endüstriyel zafiyet yönetimi;Elektrik dağıtım şebekesi endüstriyel kontrol sistemlerine (EKS) ilişkin siber güvenlik zafiyetleri bir yaşam döngüsü şeklinde yönetilmelidir. (Tespit, iyileştirme, doğrulama, kapatma, kabul vb.);141;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 03-Tehdit ve Zafiyet Yönetimi · TZY-27;2026-09-09;2023-06-06;Seviye 1
TZY-28;AILE-03;Endüstriyel zafiyet yönetimi;Elektrik dağıtım şebekesi endüstriyel kontrol sistemlerine (EKS) ilişkin tespit edilen her bir siber güvenlik zafiyeti için ilgili birim ve personellere sorumluluk ataması gerçekleştirilmelidir.;142;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 03-Tehdit ve Zafiyet Yönetimi · TZY-28;2026-09-09;2023-06-06;Seviye 1
TZY-29;AILE-03;Endüstriyel zafiyet yönetimi;Elektrik dağıtım şebekesi endüstriyel kontrol sistemlerine (EKS) ilişkin risk analizi, sızma testi, güvenlik analizi çıktılarının eğilimi sürekli olarak izlenmelidir.;143;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 03-Tehdit ve Zafiyet Yönetimi · TZY-29;2026-09-09;2023-06-06;Seviye 1
TZY-30;AILE-03;Endüstriyel zafiyet yönetimi;Elektrik dağıtım şebekesi endüstriyel kontrol sistemlerine (EKS) ilişkin zafiyet yönetimi faaliyetleri ana kontrol ve acil/yedek kontrol merkezleri bileşenlerini içermelidir.;144;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 03-Tehdit ve Zafiyet Yönetimi · TZY-30;2026-09-09;2023-06-06;Seviye 1
TZY-31;AILE-03;Endüstriyel zafiyet yönetimi;Elektrik dağıtım şebekesi endüstriyel kontrol sistemlerine (EKS) ilişkin zafiyet yönetimi faaliyetleri uç saha bileşenlerini (ağ, haberleşme, çevirici, protokol vb.) içermelidir.;145;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 03-Tehdit ve Zafiyet Yönetimi · TZY-31;2026-09-09;2023-06-06;Seviye 2
TZY-32;AILE-03;Endüstriyel zafiyet yönetimi;Elektrik dağıtım şebekesi endüstriyel kontrol sistemlerine (EKS) ilişkin zafiyet yönetimi faaliyetleri endüstriyel kontrol sistemlerinin bulunduğu tüm fiziksel lokasyonları içermelidir.;146;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 03-Tehdit ve Zafiyet Yönetimi · TZY-32;2026-09-09;2023-06-06;Seviye 2
TZY-33;AILE-03;Endüstriyel zafiyet yönetimi;Elektrik dağıtım şebekesi endüstriyel kontrol sistemlerine (EKS) ilişkin zafiyet yönetimi faaliyetleri, EKS varlıklarının sürüm bilgisinden zafiyet tespitine imkan vermelidir. Bu amaçla manuel veya otomatize yöntemler kullanılabilmelidir.;147;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 03-Tehdit ve Zafiyet Yönetimi · TZY-33;2026-09-09;2023-06-06;Seviye 2
ERY-1;AILE-04;Endüstriyel Siber Güvenlik Risk Yönetimi Stratejisi;Elektrik dağıtım şebekesi endüstriyel kontrol sistemleri (EKS) için dokümante edilmiş bir endüstriyel siber güvenlik risk yönetimi stratejisi olmalıdır. Risk yönetim metodolojisi endüstriyel altyapılar için özelleştirilmiş olmalıdır.;148;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 04-Endüstriyel Risk Yönetimi · ERY-1;2026-09-09;2023-06-06;Seviye 1
ERY-2;AILE-04;Endüstriyel Siber Güvenlik Risk Yönetimi Stratejisi;Endüstriyel siber güvenlik risk yönetim stratejisi, endüstriyel operasyonlara etkinin dikkate alınması da dahil olmak üzere, risk önceliklendirmesi için bir yaklaşıma sahip olmalıdır. Bu strateji endüstriyel operasyonlar dikkate alınarak hazırlanmalıdır.;149;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 04-Endüstriyel Risk Yönetimi · ERY-2;2026-09-09;2023-06-06;Seviye 1
ERY-3;AILE-04;Endüstriyel Siber Güvenlik Risk Yönetimi;Belirlenen riskler, risk azaltma, risk kabulü, riskten kaçınma veya riskin transferi işlemleri çerçevesinde yönetilmelidir. Bu sürece ilişkin gerekli dokümantasyon oluşturulmalı ve bu dokümanlar üç yıl süreyle saklanmalıdır.;150;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 04-Endüstriyel Risk Yönetimi · ERY-3;2026-09-09;2023-06-06;Seviye 1
ERY-4;AILE-04;Endüstriyel Siber Güvenlik Risk Yönetimi;Risk değerlendirme dokümanı asgari olarak, “risk numarası, risk kategorisi, riskin oluşması için koşullar, zafiyet, tehdit, risk, riski taşıyan bileşen/bileşen grubu, riskten etkilenen bileşen/bileşen grubu, riskin etki değeri, riskin gerçekleşme olasılığı” başlıklarını içermelidir.;151;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 04-Endüstriyel Risk Yönetimi · ERY-4;2026-09-09;2023-06-06;Seviye 1
ERY-5;AILE-04;Endüstriyel Siber Güvenlik Risk Yönetimi;Risk değerlendirme dokümanı, endüstriyel operasyonlarda veya bilgi sisteminde (yeni tehdit ve zafiyetler belirlendiği durumlar dahil olmak üzere) önemli değişiklikler olduğunda veya sistemin güvenlik durumunu etkileyebilecek diğer koşullar oluştuğunda güncellenmelidir.;152;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 04-Endüstriyel Risk Yönetimi · ERY-5;2026-09-09;2023-06-06;Seviye 1
ERY-6;AILE-04;Endüstriyel Siber Güvenlik Risk Yönetimi;Riskin gerçekleşme olasılığı “normal, yüksek ya da çok yüksek” dereceleri kullanılarak değerlendirilmelidir.;153;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 04-Endüstriyel Risk Yönetimi · ERY-6;2026-09-09;2023-06-06;Seviye 1
ERY-7;AILE-04;Endüstriyel Siber Güvenlik Risk Yönetimi;Risk işleme planları, risklerin azaltılmasına ilişkin uygulanması veya alınması gereken önlem ve kontrolleri içermelidir.;154;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 04-Endüstriyel Risk Yönetimi · ERY-7;2026-09-09;2023-06-06;Seviye 1
ERY-8;AILE-04;Endüstriyel Siber Güvenlik Risk Yönetimi;Tespit edilen riskler analiz edilerek, risk yönetimi stratejisine uygun olarak işleme faaliyetleri önceliklendirilmelidir.;155;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 04-Endüstriyel Risk Yönetimi · ERY-8;2026-09-09;2023-06-06;Seviye 1
